<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GDAX.ETH-USD,D,20160802,000000,10.9000000,11.3100000,6.6800000,8.7800000,195128
GDAX.ETH-USD,D,20160803,000000,8.6800000,10.7800000,8.5400000,10.6800000,215564
GDAX.ETH-USD,D,20160804,000000,10.6000000,11.5500000,10.4200000,11.3200000,99086
GDAX.ETH-USD,D,20160805,000000,11.3000000,11.4000000,10.8100000,11.1800000,47205
GDAX.ETH-USD,D,20160806,000000,11.1800000,11.1800000,10.4200000,11.0100000,34947
GDAX.ETH-USD,D,20160807,000000,11.0000000,11.2500000,10.8400000,10.9900000,30014
GDAX.ETH-USD,D,20160808,000000,10.9900000,11.4200000,10.9400000,11.3400000,30913
GDAX.ETH-USD,D,20160809,000000,11.3300000,12.4800000,11.2400000,12.2800000,84418
GDAX.ETH-USD,D,20160810,000000,12.2800000,12.9100000,11.8700000,12.2100000,146625
GDAX.ETH-USD,D,20160811,000000,12.2200000,12.3900000,11.6000000,11.7300000,54926
GDAX.ETH-USD,D,20160812,000000,11.7300000,12.0800000,11.6500000,11.8100000,30659
GDAX.ETH-USD,D,20160813,000000,11.8000000,11.8600000,11.5400000,11.6100000,28358
GDAX.ETH-USD,D,20160814,000000,11.6100000,11.7600000,11.2000000,11.2800000,25767
GDAX.ETH-USD,D,20160815,000000,11.2800000,11.5200000,11.0200000,11.3000000,33103
GDAX.ETH-USD,D,20160816,000000,11.3000000,11.3800000,11.0000000,11.1800000,50994
GDAX.ETH-USD,D,20160817,000000,11.1800000,11.2600000,10.6900000,10.8200000,40045
GDAX.ETH-USD,D,20160818,000000,10.8200000,11.0600000,10.7600000,10.7700000,35774
GDAX.ETH-USD,D,20160819,000000,10.7700000,10.8600000,10.6500000,10.7700000,29161
GDAX.ETH-USD,D,20160820,000000,10.7700000,11.3700000,10.7000000,11.3000000,35228
GDAX.ETH-USD,D,20160821,000000,11.3000000,11.3000000,10.9800000,11.2100000,17981
GDAX.ETH-USD,D,20160822,000000,11.1700000,11.3400000,11.0400000,11.1000000,36429
GDAX.ETH-USD,D,20160823,000000,11.1000000,11.2000000,10.8500000,11.0000000,32526
GDAX.ETH-USD,D,20160824,000000,11.0000000,11.1600000,10.9800000,11.0100000,24010
GDAX.ETH-USD,D,20160825,000000,11.0100000,11.3500000,10.9900000,11.3400000,28922
GDAX.ETH-USD,D,20160826,000000,11.3400000,11.4700000,11.2000000,11.2800000,27295
GDAX.ETH-USD,D,20160827,000000,11.2700000,11.2800000,11.1700000,11.1800000,19814
GDAX.ETH-USD,D,20160828,000000,11.1800000,11.1900000,10.9700000,11.0100000,18598
GDAX.ETH-USD,D,20160829,000000,11.0100000,11.1600000,10.8000000,10.9500000,31680
GDAX.ETH-USD,D,20160830,000000,10.9500000,11.2500000,10.9500000,11.2100000,26060
GDAX.ETH-USD,D,20160831,000000,11.2100000,11.7000000,11.0900000,11.7000000,37751
GDAX.ETH-USD,D,20160901,000000,11.6600000,12.5000000,11.5700000,12.0500000,86908
GDAX.ETH-USD,D,20160902,000000,12.0400000,12.3500000,11.9500000,12.1500000,40619
GDAX.ETH-USD,D,20160903,000000,12.1500000,12.4700000,11.6000000,11.8800000,37677
GDAX.ETH-USD,D,20160904,000000,11.8400000,11.8800000,11.5400000,11.7700000,19069
GDAX.ETH-USD,D,20160905,000000,11.7700000,11.8400000,11.6200000,11.7600000,14058
GDAX.ETH-USD,D,20160906,000000,11.7500000,11.7600000,11.5000000,11.7100000,27143
GDAX.ETH-USD,D,20160907,000000,11.7500000,11.9000000,11.5300000,11.5800000,33494
GDAX.ETH-USD,D,20160908,000000,11.5500000,11.7000000,11.3100000,11.3900000,31903
GDAX.ETH-USD,D,20160909,000000,11.3900000,11.6900000,11.3400000,11.6400000,21550
GDAX.ETH-USD,D,20160910,000000,11.6400000,12.2100000,11.5500000,12.2100000,20041
GDAX.ETH-USD,D,20160911,000000,12.2000000,12.2100000,11.6000000,11.6500000,25258
GDAX.ETH-USD,D,20160912,000000,11.6400000,11.9500000,11.6400000,11.8600000,20982
GDAX.ETH-USD,D,20160913,000000,11.8700000,12.0800000,11.8400000,11.9200000,29455
GDAX.ETH-USD,D,20160914,000000,11.9200000,12.0300000,11.8000000,11.9100000,24234
GDAX.ETH-USD,D,20160915,000000,11.9100000,12.1000000,11.9100000,11.9600000,23149
GDAX.ETH-USD,D,20160916,000000,11.9500000,12.7600000,11.8600000,12.5800000,56281
GDAX.ETH-USD,D,20160917,000000,12.5800000,12.9900000,12.4100000,12.7900000,33768
GDAX.ETH-USD,D,20160918,000000,12.8000000,12.9800000,12.3300000,12.6400000,55657
GDAX.ETH-USD,D,20160919,000000,12.6400000,13.2000000,12.6100000,13.1700000,37962
GDAX.ETH-USD,D,20160920,000000,13.1800000,15.2500000,13.1000000,14.5600000,103250
GDAX.ETH-USD,D,20160921,000000,14.9800000,15.2000000,13.1600000,13.7600000,86860
GDAX.ETH-USD,D,20160922,000000,13.7700000,13.7700000,12.3300000,13.2000000,69152
GDAX.ETH-USD,D,20160923,000000,13.2100000,13.4500000,13.1400000,13.3700000,25425
GDAX.ETH-USD,D,20160924,000000,13.3700000,13.4100000,12.6200000,12.9700000,36736
GDAX.ETH-USD,D,20160925,000000,12.9600000,13.1800000,12.8000000,13.1200000,19599
GDAX.ETH-USD,D,20160926,000000,13.1400000,13.1500000,12.8300000,12.8400000,23606
GDAX.ETH-USD,D,20160927,000000,12.8500000,13.2500000,12.8500000,13.0900000,28012
GDAX.ETH-USD,D,20160928,000000,13.0900000,13.5800000,13.0900000,13.3200000,43271
GDAX.ETH-USD,D,20160929,000000,13.3100000,13.3900000,13.1000000,13.1100000,36893
GDAX.ETH-USD,D,20160930,000000,13.1100000,13.3900000,13.0800000,13.2300000,33009
GDAX.ETH-USD,D,20161001,000000,13.2300000,13.3100000,13.0900000,13.2200000,32851
GDAX.ETH-USD,D,20161002,000000,13.2300000,13.3100000,13.1900000,13.2800000,20494
GDAX.ETH-USD,D,20161003,000000,13.2900000,13.5600000,13.2500000,13.5100000,36073
GDAX.ETH-USD,D,20161004,000000,13.5200000,13.5800000,13.2400000,13.3200000,54509
GDAX.ETH-USD,D,20161005,000000,13.3400000,13.4500000,13.0800000,13.0900000,36959
GDAX.ETH-USD,D,20161006,000000,13.0900000,13.1800000,12.6800000,12.8600000,48467
GDAX.ETH-USD,D,20161007,000000,12.8800000,13.0800000,12.5000000,12.7000000,53434
GDAX.ETH-USD,D,20161008,000000,12.7000000,12.7400000,12.0600000,12.2600000,33566
GDAX.ETH-USD,D,20161009,000000,12.2200000,12.4300000,12.0200000,12.1000000,24635
GDAX.ETH-USD,D,20161010,000000,12.1000000,12.1800000,11.6200000,11.7800000,48895
GDAX.ETH-USD,D,20161011,000000,11.7800000,12.2400000,11.7000000,11.7700000,37423
GDAX.ETH-USD,D,20161012,000000,11.7700000,12.1100000,11.6800000,11.9200000,35948
GDAX.ETH-USD,D,20161013,000000,11.9200000,12.1100000,11.7200000,11.8700000,33565
GDAX.ETH-USD,D,20161014,000000,11.8800000,12.0700000,11.8400000,11.9200000,36671
GDAX.ETH-USD,D,20161015,000000,11.9100000,11.9700000,11.7800000,11.9500000,21313
GDAX.ETH-USD,D,20161016,000000,11.9600000,12.0500000,11.9000000,11.9500000,16429
GDAX.ETH-USD,D,20161017,000000,11.9500000,11.9900000,11.8300000,11.9600000,29067
GDAX.ETH-USD,D,20161018,000000,11.9600000,12.9400000,11.9500000,12.5400000,46036
GDAX.ETH-USD,D,20161019,000000,12.5500000,12.6500000,11.8800000,12.0100000,39151
GDAX.ETH-USD,D,20161020,000000,12.0100000,12.2600000,11.9200000,12.0600000,30255
GDAX.ETH-USD,D,20161021,000000,12.0700000,12.1300000,11.9600000,12.0500000,19925
GDAX.ETH-USD,D,20161022,000000,12.0500000,12.1400000,11.8700000,12.0300000,25531
GDAX.ETH-USD,D,20161023,000000,12.0400000,12.0600000,11.8700000,11.9400000,20417
GDAX.ETH-USD,D,20161024,000000,11.9300000,11.9900000,11.8900000,11.9200000,22573
GDAX.ETH-USD,D,20161025,000000,11.9100000,11.9500000,11.0500000,11.3300000,73817
GDAX.ETH-USD,D,20161026,000000,11.3200000,11.7000000,11.3200000,11.4900000,43350
GDAX.ETH-USD,D,20161027,000000,11.4900000,11.5700000,11.2200000,11.4800000,43033
GDAX.ETH-USD,D,20161028,000000,11.4900000,11.6300000,10.9300000,11.1300000,49281
GDAX.ETH-USD,D,20161029,000000,11.1400000,11.3500000,9.5200000,10.4700000,88239
GDAX.ETH-USD,D,20161030,000000,10.4500000,11.4500000,10.3500000,11.1900000,43233
GDAX.ETH-USD,D,20161031,000000,11.2000000,11.4400000,10.8500000,10.9800000,34568
GDAX.ETH-USD,D,20161101,000000,10.9700000,11.2500000,10.3500000,10.8400000,72264
GDAX.ETH-USD,D,20161102,000000,10.8400000,11.1700000,10.7200000,10.8300000,39918
GDAX.ETH-USD,D,20161103,000000,10.8200000,11.1400000,10.7700000,10.8700000,51275
GDAX.ETH-USD,D,20161104,000000,10.8700000,11.1600000,10.8100000,11.1500000,34166
GDAX.ETH-USD,D,20161105,000000,11.1600000,11.2400000,11.0100000,11.1600000,22483
GDAX.ETH-USD,D,20161106,000000,11.1600000,11.2000000,10.9200000,11.0100000,20048
GDAX.ETH-USD,D,20161107,000000,11.0100000,11.0600000,10.9000000,10.9300000,28135
GDAX.ETH-USD,D,20161108,000000,10.9300000,11.0100000,10.8100000,10.8400000,41437
GDAX.ETH-USD,D,20161109,000000,10.8300000,10.8600000,10.2800000,10.6200000,73168
GDAX.ETH-USD,D,20161110,000000,10.6400000,10.6800000,10.4400000,10.5100000,26499
GDAX.ETH-USD,D,20161111,000000,10.5100000,10.7200000,10.1600000,10.2900000,44518
GDAX.ETH-USD,D,20161112,000000,10.2900000,10.3400000,9.6500000,9.9500000,46374
GDAX.ETH-USD,D,20161113,000000,9.9200000,10.4100000,9.8200000,10.1400000,26624
GDAX.ETH-USD,D,20161114,000000,10.1300000,10.1900000,9.9300000,10.0200000,29821
GDAX.ETH-USD,D,20161115,000000,10.0000000,10.3000000,9.8100000,10.2700000,30097
GDAX.ETH-USD,D,20161116,000000,10.2700000,10.4200000,9.8200000,10.0000000,42881
GDAX.ETH-USD,D,20161117,000000,10.0000000,10.1300000,9.8000000,9.9100000,48659
GDAX.ETH-USD,D,20161118,000000,9.9000000,9.9700000,9.4500000,9.5100000,55816
GDAX.ETH-USD,D,20161119,000000,9.5100000,9.7800000,9.4500000,9.6800000,25498
GDAX.ETH-USD,D,20161120,000000,9.6900000,9.7800000,9.5200000,9.6000000,25182
GDAX.ETH-USD,D,20161121,000000,9.5800000,9.6500000,9.4100000,9.5400000,28978
GDAX.ETH-USD,D,20161122,000000,9.5300000,10.2100000,9.4900000,9.8700000,38037
GDAX.ETH-USD,D,20161123,000000,9.8700000,9.9300000,9.7300000,9.8000000,21413
GDAX.ETH-USD,D,20161124,000000,9.8000000,9.8200000,8.6800000,9.1800000,67231
GDAX.ETH-USD,D,20161125,000000,9.1900000,9.7400000,9.1600000,9.4000000,21997
GDAX.ETH-USD,D,20161126,000000,9.4200000,9.4800000,9.2600000,9.3300000,17880
GDAX.ETH-USD,D,20161127,000000,9.3300000,9.3300000,8.6600000,8.9800000,61948
GDAX.ETH-USD,D,20161128,000000,8.9700000,9.0000000,8.6300000,8.6700000,46707
GDAX.ETH-USD,D,20161129,000000,8.6700000,8.7200000,7.7900000,8.1400000,84671
GDAX.ETH-USD,D,20161130,000000,8.1400000,8.7500000,8.1400000,8.6100000,57430
GDAX.ETH-USD,D,20161201,000000,8.5900000,8.6800000,8.3000000,8.4500000,42199
GDAX.ETH-USD,D,20161202,000000,8.4600000,8.4600000,7.2700000,7.7300000,118172
GDAX.ETH-USD,D,20161203,000000,7.7300000,8.1200000,7.3400000,7.8600000,57900
GDAX.ETH-USD,D,20161204,000000,7.8700000,7.9200000,7.3500000,7.3700000,45039
GDAX.ETH-USD,D,20161205,000000,7.3900000,7.5800000,6.5600000,6.7500000,93548
GDAX.ETH-USD,D,20161206,000000,6.7600000,7.9900000,5.8100000,7.8300000,169720
GDAX.ETH-USD,D,20161207,000000,7.8300000,8.6000000,7.3300000,8.3500000,91017
GDAX.ETH-USD,D,20161208,000000,8.3500000,8.9500000,8.2000000,8.2000000,69183
GDAX.ETH-USD,D,20161209,000000,8.2100000,8.6500000,7.9700000,8.4700000,60618
GDAX.ETH-USD,D,20161210,000000,8.4600000,8.5500000,8.0400000,8.1400000,44631
GDAX.ETH-USD,D,20161211,000000,8.1400000,8.2600000,8.1100000,8.2300000,22171
GDAX.ETH-USD,D,20161212,000000,8.2300000,8.6200000,8.1800000,8.5000000,44462
GDAX.ETH-USD,D,20161213,000000,8.5300000,8.5700000,8.3500000,8.4100000,37244
GDAX.ETH-USD,D,20161214,000000,8.4000000,8.4800000,8.1900000,8.2400000,34065
GDAX.ETH-USD,D,20161215,000000,8.2400000,8.3200000,7.6400000,7.8300000,74737
GDAX.ETH-USD,D,20161216,000000,7.8500000,7.9500000,7.7700000,7.8400000,33703
GDAX.ETH-USD,D,20161217,000000,7.8400000,7.9300000,7.5100000,7.8500000,37371
GDAX.ETH-USD,D,20161218,000000,7.8400000,7.9700000,7.6900000,7.9200000,21238
GDAX.ETH-USD,D,20161219,000000,7.9200000,7.9500000,7.5700000,7.6400000,41330
GDAX.ETH-USD,D,20161220,000000,7.6500000,7.7700000,7.5500000,7.6400000,28557
GDAX.ETH-USD,D,20161221,000000,7.6400000,7.9700000,7.6400000,7.9100000,46335
GDAX.ETH-USD,D,20161222,000000,7.9300000,7.9500000,7.5000000,7.5500000,86898
GDAX.ETH-USD,D,20161223,000000,7.5400000,7.6700000,7.0100000,7.1300000,95545
GDAX.ETH-USD,D,20161224,000000,7.1400000,7.4600000,7.0800000,7.2200000,29879
GDAX.ETH-USD,D,20161225,000000,7.2300000,7.3400000,7.1200000,7.1900000,26434
GDAX.ETH-USD,D,20161226,000000,7.1800000,7.3300000,7.0200000,7.2600000,26952
GDAX.ETH-USD,D,20161227,000000,7.2300000,7.3700000,7.0500000,7.1600000,45340
GDAX.ETH-USD,D,20161228,000000,7.1500000,7.7200000,7.0500000,7.6200000,98301
GDAX.ETH-USD,D,20161229,000000,7.6000000,8.5300000,7.6000000,8.2900000,152534
GDAX.ETH-USD,D,20161230,000000,8.3000000,8.5200000,8.0100000,8.2100000,66115
GDAX.ETH-USD,D,20161231,000000,8.2000000,8.2900000,8.0000000,8.1600000,43396
GDAX.ETH-USD,D,20170101,000000,8.1600000,8.6000000,8.0800000,8.1800000,59500
GDAX.ETH-USD,D,20170102,000000,8.2000000,8.5300000,8.0500000,8.3800000,70470
GDAX.ETH-USD,D,20170103,000000,8.3800000,10.0200000,8.2400000,9.5900000,193069
GDAX.ETH-USD,D,20170104,000000,9.6200000,11.1700000,9.3400000,11.1700000,249711
GDAX.ETH-USD,D,20170105,000000,11.1300000,11.8000000,9.0800000,10.2300000,317612
GDAX.ETH-USD,D,20170106,000000,10.2300000,10.4600000,9.5200000,10.1400000,139557
GDAX.ETH-USD,D,20170107,000000,10.1400000,10.2100000,9.5500000,9.9200000,68206
GDAX.ETH-USD,D,20170108,000000,9.9200000,10.5800000,9.8900000,10.5000000,62868
GDAX.ETH-USD,D,20170109,000000,10.5000000,10.9400000,10.2300000,10.3900000,71530
GDAX.ETH-USD,D,20170110,000000,10.4100000,10.7500000,10.3400000,10.6300000,55065
GDAX.ETH-USD,D,20170111,000000,10.6300000,10.8400000,9.4700000,9.9500000,156651
GDAX.ETH-USD,D,20170112,000000,9.9600000,10.1700000,9.1200000,9.8000000,79644
GDAX.ETH-USD,D,20170113,000000,9.8100000,9.9100000,9.5100000,9.8400000,77366
GDAX.ETH-USD,D,20170114,000000,9.8400000,9.9400000,9.6900000,9.8600000,37224
GDAX.ETH-USD,D,20170115,000000,9.8600000,10.0500000,9.8000000,9.9000000,27752
GDAX.ETH-USD,D,20170116,000000,9.9100000,10.2300000,9.5600000,9.6600000,63105
GDAX.ETH-USD,D,20170117,000000,9.6600000,10.5300000,9.6500000,10.3400000,70393
GDAX.ETH-USD,D,20170118,000000,10.3300000,10.5100000,9.9900000,10.2300000,62953
GDAX.ETH-USD,D,20170119,000000,10.2400000,10.5000000,10.1800000,10.4200000,47607
GDAX.ETH-USD,D,20170120,000000,10.4600000,10.8100000,10.4200000,10.6200000,59457
GDAX.ETH-USD,D,20170121,000000,10.6500000,11.0600000,10.5800000,10.9300000,60031
GDAX.ETH-USD,D,20170122,000000,10.9400000,11.0700000,10.6600000,10.7700000,49885
GDAX.ETH-USD,D,20170123,000000,10.7700000,10.8500000,10.6500000,10.8000000,35330
GDAX.ETH-USD,D,20170124,000000,10.7900000,10.9200000,10.5100000,10.5700000,55179
GDAX.ETH-USD,D,20170125,000000,10.5700000,10.6600000,10.4300000,10.5500000,41041
GDAX.ETH-USD,D,20170126,000000,10.5400000,10.6700000,10.5000000,10.6000000,43430
GDAX.ETH-USD,D,20170127,000000,10.6100000,10.6400000,10.4200000,10.5500000,45829
GDAX.ETH-USD,D,20170128,000000,10.5500000,10.5800000,10.4700000,10.5800000,26286
GDAX.ETH-USD,D,20170129,000000,10.5800000,10.5800000,10.4600000,10.4900000,19230
GDAX.ETH-USD,D,20170130,000000,10.5000000,10.7100000,10.3700000,10.6000000,42006
GDAX.ETH-USD,D,20170131,000000,10.5900000,10.7900000,10.5800000,10.7000000,40492
GDAX.ETH-USD,D,20170201,000000,10.7000000,10.8600000,10.5100000,10.7200000,58390
GDAX.ETH-USD,D,20170202,000000,10.7300000,10.8600000,10.6200000,10.8200000,48579
GDAX.ETH-USD,D,20170203,000000,10.8200000,10.9900000,10.6700000,10.9900000,49685
GDAX.ETH-USD,D,20170204,000000,10.9900000,11.4500000,10.9800000,11.4100000,89623
GDAX.ETH-USD,D,20170205,000000,11.3900000,11.4400000,11.1500000,11.2600000,39380
GDAX.ETH-USD,D,20170206,000000,11.2700000,11.4200000,11.2200000,11.3400000,47762
GDAX.ETH-USD,D,20170207,000000,11.3300000,11.5900000,11.2900000,11.5100000,57238
GDAX.ETH-USD,D,20170208,000000,11.5100000,11.6500000,11.1500000,11.4100000,88146
GDAX.ETH-USD,D,20170209,000000,11.4100000,11.5400000,10.6100000,11.0200000,118342
GDAX.ETH-USD,D,20170210,000000,11.0200000,11.4800000,10.8800000,11.4300000,69290
GDAX.ETH-USD,D,20170211,000000,11.4400000,11.5200000,11.3400000,11.5200000,35273
GDAX.ETH-USD,D,20170212,000000,11.5100000,11.5400000,11.4000000,11.5000000,23346
GDAX.ETH-USD,D,20170213,000000,11.5000000,11.5400000,11.2100000,11.4300000,50103
GDAX.ETH-USD,D,20170214,000000,11.4200000,14.7000000,11.3900000,13.1400000,260339
GDAX.ETH-USD,D,20170215,000000,13.1600000,13.2000000,12.6600000,12.9800000,117757
GDAX.ETH-USD,D,20170216,000000,12.9800000,13.0300000,12.6200000,12.8900000,89356
GDAX.ETH-USD,D,20170217,000000,12.9200000,12.9500000,12.7100000,12.7500000,90714
GDAX.ETH-USD,D,20170218,000000,12.7700000,12.9300000,12.7700000,12.8900000,45714
GDAX.ETH-USD,D,20170219,000000,12.8700000,12.9500000,12.7900000,12.9000000,34804
GDAX.ETH-USD,D,20170220,000000,12.9000000,12.9500000,12.5600000,12.6100000,70680
GDAX.ETH-USD,D,20170221,000000,12.5900000,12.8700000,12.3000000,12.8300000,99102
GDAX.ETH-USD,D,20170222,000000,12.8300000,12.9900000,12.6800000,12.7500000,83650
GDAX.ETH-USD,D,20170223,000000,12.7400000,13.3700000,12.7300000,13.2100000,101638
GDAX.ETH-USD,D,20170224,000000,13.2200000,13.3300000,12.8100000,13.2000000,141499
GDAX.ETH-USD,D,20170225,000000,13.1800000,13.8700000,13.0600000,13.6500000,96872
GDAX.ETH-USD,D,20170226,000000,13.6400000,14.8400000,13.4000000,14.7400000,100658
GDAX.ETH-USD,D,20170227,000000,14.7400000,16.3200000,14.3700000,15.6600000,227996
GDAX.ETH-USD,D,20170228,000000,15.6600000,16.9400000,15.2100000,16.4000000,345250
GDAX.ETH-USD,D,20170301,000000,15.7500000,17.5800000,15.6800000,17.3700000,251745
GDAX.ETH-USD,D,20170302,000000,17.4600000,19.9900000,16.8800000,19.2700000,353526
GDAX.ETH-USD,D,20170303,000000,19.2700000,21.4900000,18.2000000,19.6800000,418174
GDAX.ETH-USD,D,20170304,000000,19.6100000,20.4000000,18.6500000,18.6500000,150794
